synthetic_id,neighbourhood,address,lon,price,year_available,rooms,elevator,lat,floors,area,districte,section,district_id,section_id,census_tract_INE,census_tract_IDESCAT,barri_oficial,metres_cadastre,emissions_de_co2,qual_energia
2019-1032,,"Eixample, 77",2.819118883770785,2300,2019,3.0,True,41.98024504043799,3.0,87,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1033,Migdia Casernes,"Calle de Sant Agustí, 60",2.820728863762647,765,2019,2.0,True,41.97064140195016,4.0,68,2.0,10,2,10,1707902010,17079202010,Eixample,101.0,77.0,F
2019-1034,Devesa,"Calle del Riu Güell, 76",2.819679049810107,2175,2019,2.0,True,41.98557241569124,3.0,230,3.0,3,3,3,1707903003,17079203003,Eixample,1092.0,22.7,D
2019-1035,,"Eixample, 75",2.818661688582077,3065,2019,3.0,True,41.98022858501646,3.0,136,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1036,Eixample,"Calle de Joan Maragall, 52",2.819908649910126,1205,2019,4.0,True,41.97877032990908,0.0,105,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1037,Barri Vell,"Pujada de Sant Martí, 21",2.826162423472068,715,2019,2.0,True,41.98424611703046,3.0,54,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1038,Eixample,"Calle Juli Garreta, 42",2.818948773978774,1120,2019,2.0,True,41.97938211483747,5.0,52,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1039,Eixample,"Plaza Poeta Marquina, 71",2.818180616086105,1435,2019,3.0,True,41.9804937178976,6.0,118,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1040,Montilivi-Pericot,"Avenida de Lluís Pericot, 31",2.823596425378195,1040,2019,4.0,True,41.96959273430087,1.0,116,2.0,10,2,10,1707902010,17079202010,Eixample,101.0,77.0,F
2019-1041,Barri Vell,"Pujada de Sant Martí, 55",2.826034996922323,630,2019,2.0,False,41.98426742675928,3.0,48,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1042,,"Montjuïc, 51",2.83164257917683,1240,2019,4.0,True,41.99472120002636,3.0,129,5.0,1,5,1,1707905001,17079205001,Montjuïc,114.0,58.05,E
2019-1044,Barri Vell,"Calle de les Ferreries Velles, 69",2.8251634616860155,895,2019,3.0,True,41.98352238844056,2.0,91,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1045,Eixample,"Calle Emili Grahit, 48",2.830210760941301,2760,2019,4.0,False,41.97352537538377,4.0,167,2.0,14,2,14,1707902014,17079202014,Sud,50.0,71.54,G
2019-1047,,"Barri Vell, 6",2.824977199838333,925,2019,3.0,True,41.98448740675188,3.0,122,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1048,,"Carme-Vistalegre, 56",2.824738774565416,2145,2019,2.0,True,41.97598957905275,1.0,36,1.0,3,1,3,1707901003,17079201003,Centre,60.0,40.97,E
2019-1050,Eixample,"Calle de Sant Joan Baptista la Salle, 39",2.8202602888840755,1835,2019,2.0,True,41.97756174380488,5.0,115,2.0,4,2,4,1707902004,17079202004,Eixample,58.0,52.59,E
2019-1051,Eixample,"Calle de Joan Maragall, 6",2.8207200920982247,3100,2019,3.0,True,41.978100867788186,2.0,153,2.0,4,2,4,1707902004,17079202004,Eixample,58.0,52.59,E
2019-1052,,"Eixample, 61",2.8189273136631723,2510,2019,3.0,True,41.98048366600988,2.0,92,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1053,Talaia - Germans Sabat,"Calle Andalusia, 67",2.808720140176622,1780,2019,1.0,True,41.99467605730554,1.0,42,6.0,2,6,2,1707906002,17079206002,Oest,110.0,89.83,F
2019-1054,Eixample,"Calle Emili Grahit, 78",2.829846306036542,2590,2019,4.0,False,41.97328996960336,4.0,150,2.0,14,2,14,1707902014,17079202014,Sud,50.0,71.54,G
2019-1056,Barri Vell,"Calle Auriga, 14",2.825118176649642,1630,2019,3.0,True,41.98214961992792,1.0,91,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1059,,"Carme-Vistalegre, 41",2.8251577367199707,1980,2019,2.0,True,41.97557275597309,1.0,48,1.0,3,1,3,1707901003,17079201003,Centre,60.0,40.97,E
2019-1060,,"Eixample, 44",2.8182316577448967,1115,2019,3.0,True,41.98032802685428,2.0,109,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1062,Migdia Casernes,"Calle Narcís Blanch, 33",2.8177264766628665,790,2019,1.0,True,41.96965086485303,4.0,75,2.0,21,2,21,1707902021,17079202021,Eixample,54.0,38.84,E
2019-1063,Eixample,"Gran Via de Jaume I, 59",2.8201381558222467,735,2019,1.0,True,41.98272028097605,1.0,73,3.0,1,3,1,1707903001,17079203001,Centre,150.0,22.11,D
2019-1064,Eixample,"Calle Barcelona, 5",2.8178946599148933,2340,2019,3.0,True,41.97836348601722,4.0,88,2.0,5,2,5,1707902005,17079202005,Eixample,47.0,66.68,F
2019-1065,,"Barri Vell, 72",2.824575779408173,1120,2019,1.0,True,41.98431553836537,4.0,45,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1066,Carme-Vistalegre,"Calle Doctor Pascual i Prats, 27",2.8242376611341613,610,2019,1.0,False,41.97706656358429,1.0,46,1.0,3,1,3,1707901003,17079201003,Centre,60.0,40.97,E
2019-1067,Talaia - Germans Sabat,"Calle Andalusia, 34",2.808660454408476,1410,2019,2.0,False,41.99376792305642,1.0,69,6.0,2,6,2,1707906002,17079206002,Oest,110.0,89.83,F
2019-1068,,"Barri Vell, 28",2.825096243164709,1730,2019,3.0,False,41.98438501515872,3.0,53,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1070,Eixample,"Calle Bisbe Lorenzana, 44",2.820480410671353,1190,2019,4.0,False,41.9788429064047,1.0,115,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1071,,"Barri Vell, 70",2.82461451576824,1355,2019,3.0,True,41.98450254030568,1.0,85,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1074,Eixample,"Calle Barcelona, 78",2.8124391563223425,1505,2019,4.0,True,41.96541492677939,1.0,158,2.0,22,2,22,1707902022,17079202022,Eixample,56.0,49.84,E
2019-1077,Eixample,"Calle Barcelona, 64",2.8123057700188707,1440,2019,3.0,True,41.965636117937,1.0,152,2.0,22,2,22,1707902022,17079202022,Eixample,56.0,49.84,E
2019-1079,Sant Narcís,"Calle de Bilbao, 61",2.810585073164702,1220,2019,3.0,False,41.969565821666,2.0,83,3.0,12,3,12,1707903012,17079203012,Eixample,71.0,74.99,G
2019-1080,Sant Narcís,"Plaza d'Europa, 29",2.8145120483564487,1525,2019,4.0,False,41.9758705880514,2.0,119,3.0,7,3,7,1707903007,17079203007,Eixample,54.0,52.2,E
2019-1081,,"Carme-Vistalegre, 31",2.8251097027678296,2200,2019,3.0,True,41.975195127505096,2.0,115,1.0,3,1,3,1707901003,17079201003,Centre,60.0,40.97,E
2019-1082,Barri Vell,"Calle de les Ballesteries, 72",2.824555812344963,960,2019,1.0,False,41.98625497794727,1.0,49,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1083,,"Eixample, 33",2.8185323785006093,1340,2019,4.0,True,41.9802399223648,6.0,137,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1084,Eixample,"Calle Barcelona, 48",2.8125647146970816,1770,2019,4.0,True,41.96507571601511,0.0,159,2.0,22,2,22,1707902022,17079202022,Eixample,56.0,49.84,E
2019-1085,Barri Vell,"Abeuradors, 43",2.824433566045065,765,2019,3.0,True,41.98404262190913,2.0,45,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1087,Eixample,"Calle Bisbe Lorenzana, 11",2.82107580987564,1780,2019,1.0,True,41.9791303845905,1.0,66,2.0,4,2,4,1707902004,17079202004,Eixample,58.0,52.59,E
2019-1088,,"Barri Vell, 12",2.824906598267704,875,2019,2.0,True,41.98466364733888,5.0,103,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1089,,"Barri Vell, 73",2.8244879889665,2265,2019,4.0,False,41.98407189199566,1.0,97,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1090,Migdia Casernes,"Calle de Sant Agustí, 45",2.820307695995301,1200,2019,2.0,True,41.96992070733746,4.0,72,2.0,10,2,10,1707902010,17079202010,Eixample,101.0,77.0,F
2019-1091,Devesa,"Calle del Riu Güell, 14",2.8133732901601127,880,2019,2.0,True,41.98124668329405,2.0,90,3.0,20,3,20,1707903020,17079203020,Eixample,74.0,64.98,F
2019-1092,Talaia - Germans Sabat,"Calle Andalusia, 20",2.808393526312105,1340,2019,1.0,True,41.99438751880369,1.0,47,6.0,2,6,2,1707906002,17079206002,Oest,110.0,89.83,F
2019-1093,Barri Vell,"Calle de les Ballesteries, 23",2.825466999203762,710,2019,1.0,False,41.98574030658632,3.0,85,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1094,Talaia - Germans Sabat,"Calle Andalusia, 50",2.808590352566117,1595,2019,1.0,True,41.99435152169552,1.0,49,6.0,2,6,2,1707906002,17079206002,Oest,110.0,89.83,F
2019-1095,Migdia Casernes,"Calle Jaume Marquès i Casanovas, 29",2.822745053508863,830,2019,3.0,False,41.96987926907199,1.0,104,2.0,10,2,10,1707902010,17079202010,Eixample,101.0,77.0,F
2019-1096,,"Eixample, 37",2.818785728933228,1175,2019,3.0,True,41.97992649878345,1.0,110,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1097,Barri Vell,"Calle de les Ballesteries, 70",2.824863695123262,985,2019,1.0,True,41.986034638061774,3.0,89,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1099,Barri Vell,"Calle de les Ferreries Velles, 59",2.825025735362401,1170,2019,3.0,True,41.98438585581449,1.0,94,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1100,Barri Vell,"Calle dels Calderers, 31",2.8240254388489348,855,2019,1.0,False,41.98776633622638,1.0,81,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1102,Eixample,"Calle de Joan Maragall, 34",2.8199386935167685,3695,2019,3.0,True,41.97860542055763,1.0,135,2.0,5,2,5,1707902005,17079202005,Eixample,47.0,66.68,F
2019-1104,Eixample,"Travesía de la Creu, 28",2.8216713451826574,1150,2019,2.0,True,41.97553900206891,1.0,78,2.0,6,2,6,1707902006,17079202006,Eixample,113.0,51.3,E
2019-1106,Talaia - Germans Sabat,"Calle Can Cases, 11",2.819952917398549,4280,2019,5.0,True,41.978914782756064,1.0,235,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1108,,"Barri Vell, 67",2.824842699982618,635,2019,2.0,False,41.9842010906025,4.0,47,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1109,,"Barri Vell, 56",2.8244815497436093,1385,2019,2.0,False,41.98409894780417,1.0,82,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1111,Carme-Vistalegre,"Calle Doctor Pascual i Prats, 80",2.824730264540806,620,2019,1.0,False,41.97694983815681,1.0,56,1.0,3,1,3,1707901003,17079201003,Centre,60.0,40.97,E
2019-1112,Barri Vell,"Calle dels Calderers, 4",2.8248896254418794,945,2019,3.0,False,41.98757104445448,5.0,44,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1113,,"Eixample, 7",2.81826520182933,3110,2019,3.0,True,41.98010010028695,3.0,141,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1115,Barri Vell,"Calle Auriga, 42",2.825185057195182,1360,2019,2.0,False,41.98285700859181,3.0,60,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1119,Eixample,"Calle de Sant Joan Baptista la Salle, 55",2.8205395228804893,900,2019,3.0,True,41.97698522772925,1.0,51,2.0,13,2,13,1707902013,17079202013,Eixample,80.0,34.85,B
2019-1121,,"Montjuïc, 66",2.831980039290088,2510,2019,3.0,True,41.9951507221723,1.0,274,5.0,1,5,1,1707905001,17079205001,Montjuïc,114.0,58.05,E
2019-1122,Migdia Casernes,"Calle de Sant Agustí, 17",2.82063217179682,1200,2019,2.0,True,41.97098557196892,4.0,79,2.0,10,2,10,1707902010,17079202010,Eixample,101.0,77.0,F
2019-1123,,"Barri Vell, 44",2.824765747653041,1515,2019,3.0,True,41.98417399499135,1.0,81,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1126,Eixample,"Plaza Poeta Marquina, 45",2.8180480048485976,1285,2019,3.0,True,41.98064159860144,5.0,112,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1127,Barri Vell,"Calle de Pedret, 56",2.825750430377066,1495,2019,2.0,False,41.99079885897333,3.0,67,5.0,2,5,2,1707905002,17079205002,Nord,51.0,54.48,E
2019-1128,Eixample,"Calle Bisbe Lorenzana, 16",2.8210269261813954,1530,2019,1.0,True,41.97842896414492,1.0,72,2.0,4,2,4,1707902004,17079202004,Eixample,58.0,52.59,E
2019-1129,,"Barri Vell, 12",2.8251066607972803,660,2019,2.0,False,41.98385630895392,1.0,55,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1130,,"Barri Vell, 32",2.824843850312455,600,2019,2.0,False,41.98354326342374,4.0,62,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1131,Devesa,"Paseo de la Devesa, 8",2.821738375825171,685,2019,1.0,True,41.98101765971567,4.0,33,2.0,1,2,1,1707902001,17079202001,Centre,494.0,41.86,E
2019-1132,,"Eixample, 65",2.8185043688626004,1345,2019,3.0,False,41.97966401933218,3.0,98,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1133,Eixample,"Calle de Sant Joan Baptista la Salle, 24",2.820281378437467,1505,2019,2.0,True,41.97713393508189,7.0,121,2.0,13,2,13,1707902013,17079202013,Eixample,80.0,34.85,B
2019-1134,Devesa,"Calle del Riu Güell, 77",2.81954439641654,2735,2019,1.0,True,41.9860344246145,3.0,168,3.0,3,3,3,1707903003,17079203003,Eixample,1092.0,22.7,D
2019-1138,,"Montjuïc, 1",2.8316192956633963,1370,2019,4.0,True,41.99553728150497,3.0,162,5.0,1,5,1,1707905001,17079205001,Montjuïc,114.0,58.05,E
2019-1139,Eixample,"Calle Barcelona, 77",2.812452703353824,1270,2019,4.0,False,41.96542009508285,0.0,133,2.0,22,2,22,1707902022,17079202022,Eixample,56.0,49.84,E
2019-1140,Montjuïc,"Calle de Pedret, 10",2.8258114293434047,1100,2019,2.0,True,41.9914396550874,1.0,49,5.0,2,5,2,1707905002,17079205002,Nord,51.0,54.48,E
2019-1141,,"Eixample, 15",2.81778092925422,1060,2019,2.0,True,41.98006101168548,2.0,54,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1143,Barri Vell,"Calle de les Ferreries Velles, 58",2.825464002262688,1135,2019,3.0,True,41.98382242533199,1.0,82,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1144,Barri Vell,"Calle de les Ballesteries, 74",2.8251058638187936,945,2019,1.0,False,41.9859402229286,1.0,53,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1146,Barri Vell,"Calle Auriga, 74",2.825628937284975,1115,2019,3.0,True,41.98280208484322,1.0,92,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1147,Montjuïc,"Calle de Pedret, 15",2.826223189330105,1525,2019,2.0,False,41.99135982845838,0.0,43,5.0,2,5,2,1707905002,17079205002,Nord,51.0,54.48,E
2019-1148,,"Eixample, 40",2.81833262532435,1815,2019,4.0,True,41.98001280875912,6.0,162,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1149,Sant Narcís,"Plaza d'Europa, 36",2.814233290092228,1820,2019,4.0,True,41.97580297969933,2.0,126,3.0,7,3,7,1707903007,17079203007,Eixample,54.0,52.2,E
2019-1150,Barri Vell,"Calle de les Ferreries Velles, 49",2.824990294858324,920,2019,3.0,True,41.983652003331294,1.0,95,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1151,Barri Vell,"Calle dels Ciutadans, 73",2.824890261173933,1445,2019,4.0,True,41.98408343992456,2.0,134,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1152,Eixample,"Calle Bisbe Lorenzana, 27",2.8202388636837545,1120,2019,4.0,False,41.97888837397379,0.0,86,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1153,,"Eixample, 12",2.818127127708225,1150,2019,3.0,True,41.97947255028127,1.0,122,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1154,Eixample,"Calle Juli Garreta, 42",2.8196701721217674,1325,2019,2.0,True,41.97907125590637,5.0,81,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1155,Eixample,"Ronda Pare Maria Claret, 63",2.818093647631555,1180,2019,3.0,True,41.9796449811396,5.0,99,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1156,,"Barri Vell, 58",2.825530221969158,1010,2019,3.0,True,41.983981267549225,5.0,77,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1157,,"Barri Vell, 55",2.824352925207164,600,2019,2.0,False,41.984763755199786,5.0,70,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1158,Eixample,"Calle Barcelona, 27",2.8123780626207533,1395,2019,4.0,True,41.96522445788017,1.0,153,2.0,22,2,22,1707902022,17079202022,Eixample,56.0,49.84,E
2019-1159,Fontajau-Domeny,"Calle de Fontajau, 22",2.81558736301131,1085,2019,3.0,True,41.99128097600928,1.0,57,6.0,1,6,1,1707906001,17079206001,Oest,88.0,86.61,G
2019-1160,Barri Vell,"Calle de la Cort Reial, 31",2.825327797595411,1175,2019,3.0,True,41.98492900411985,3.0,73,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1161,Devesa,"Calle Figuerola, 26",2.819344046076338,1460,2019,3.0,True,41.98489399131535,3.0,101,3.0,3,3,3,1707903003,17079203003,Eixample,1092.0,22.7,D
2019-1162,Talaia - Germans Sabat,"Calle Andalusia, 33",2.8087691232874685,1095,2019,2.0,True,41.99368981565786,1.0,72,6.0,4,6,4,1707906004,17079206004,Oest,100.0,41.73,E
2019-1163,,"Barri Vell, 68",2.825077336450062,1800,2019,2.0,True,41.98449605175123,1.0,91,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1167,Sant Narcís,"Avenida de Sant Narcís, 16",2.8137738367992355,1565,2019,4.0,True,41.97844858481585,5.0,129,3.0,15,3,15,1707903015,17079203015,Eixample,59.0,31.64,E
2019-1170,,"Barri Vell, 4",2.824516780268942,1830,2019,2.0,False,41.98442180293096,1.0,103,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1171,,"Eixample, 11",2.818258899472444,1300,2019,3.0,True,41.97946658604168,1.0,104,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1172,Talaia - Germans Sabat,"Calle Andalusia, 79",2.8078623793839594,1170,2019,2.0,True,41.994055430664325,1.0,72,6.0,2,6,2,1707906002,17079206002,Oest,110.0,89.83,F
2019-1173,,"Barri Vell, 46",2.82491816373885,1260,2019,2.0,False,41.98475273864207,1.0,69,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1175,,"Eixample, 20",2.817932660765637,1590,2019,3.0,True,41.97930990250085,3.0,114,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1176,Eixample,"Calle Emili Grahit, 1",2.829887486308553,2120,2019,4.0,False,41.9732275999391,4.0,157,2.0,14,2,14,1707902014,17079202014,Sud,50.0,71.54,G
2019-1177,Barri Vell,"Calle de Santa Clara, 55",2.823522343664428,1240,2019,2.0,False,41.98393465464499,4.0,100,3.0,1,3,1,1707903001,17079203001,Centre,150.0,22.11,D
2019-1180,Barri Vell,"Calle de les Ballesteries, 72",2.8251462096183704,1355,2019,1.0,False,41.98567609019859,3.0,100,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1181,Barri Vell,"Calle de les Ballesteries, 63",2.8250302649375927,950,2019,1.0,False,41.98544992503419,3.0,91,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1182,,"Eixample, 40",2.818821272956463,3150,2019,4.0,True,41.98033761646813,3.0,162,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1183,,"Eixample, 54",2.8181658450653195,1455,2019,3.0,True,41.97956946920233,3.0,92,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1185,Eixample,"Plaza Poeta Marquina, 70",2.8180862450648574,1110,2019,2.0,True,41.98045574445706,5.0,101,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1186,,"Eixample, 13",2.8179020006419315,2160,2019,3.0,False,41.980392852096585,3.0,93,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1188,Montilivi-Pericot,"Avenida de Lluís Pericot, 45",2.823969544825216,1000,2019,4.0,False,41.969035852089846,1.0,120,2.0,18,2,18,1707902018,17079202018,Sud,96.0,51.64,E
2019-1189,Talaia - Germans Sabat,"Calle Andalusia, 27",2.808138843401989,900,2019,2.0,False,41.99399008116711,1.0,77,6.0,2,6,2,1707906002,17079206002,Oest,110.0,89.83,F
2019-1191,Barri Vell,"Calle Nou, 52",2.8247077969115364,1125,2019,1.0,True,41.98396474772339,1.0,54,1.0,1,1,1,1707901001,17079201001,Centre,76.0,64.67,G
2019-1192,Eixample,"Gran Via de Jaume I, 25",2.819253416694336,750,2019,3.0,True,41.98263821524122,1.0,66,3.0,3,3,3,1707903003,17079203003,Eixample,1092.0,22.7,D
2019-1194,,"Barri Vell, 25",2.8249762466376387,1425,2019,3.0,False,41.98446625634832,3.0,64,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1195,Barri Vell,"Calle de les Ferreries Velles, 57",2.825412010265024,1060,2019,3.0,True,41.984360685171886,1.0,107,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1196,Barri Vell,"Calle de les Ballesteries, 12",2.824572587879586,885,2019,1.0,False,41.98600891941056,3.0,92,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1197,Fontajau-Domeny,"Calle de la Font de la Teula, 27",2.8053764359395483,1885,2019,3.0,True,41.99216725531328,2.0,116,6.0,4,6,4,1707906004,17079206004,Oest,100.0,41.73,E
2019-1198,Barri Vell,"Calle dels Calderers, 2",2.8239690535091344,935,2019,2.0,False,41.9874700112861,1.0,64,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1201,Eixample,"Calle Bisbe Lorenzana, 52",2.8204531608035404,2015,2019,2.0,True,41.97748001998925,1.0,106,2.0,13,2,13,1707902013,17079202013,Eixample,80.0,34.85,B
2019-1202,Eixample,"Travesía de la Creu, 46",2.8213790223526938,1235,2019,2.0,True,41.97655804599613,1.0,74,2.0,6,2,6,1707902006,17079202006,Eixample,113.0,51.3,E
2019-1203,,"Barri Vell, 75",2.8248458180126965,1765,2019,3.0,True,41.98404895369459,2.0,88,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1205,,"Eixample, 31",2.818489795385457,1850,2019,2.0,True,41.98002050247496,2.0,95,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1206,Eixample,"Calle Barcelona, 28",2.812458240040166,1380,2019,4.0,True,41.96531788138865,1.0,166,2.0,22,2,22,1707902022,17079202022,Eixample,56.0,49.84,E
2019-1207,Eixample,"Calle Bisbe Lorenzana, 31",2.8203084517832657,1310,2019,1.0,True,41.97866099874982,1.0,101,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1208,,"Montilivi-Pericot, 79",2.82707288208618,1855,2019,5.0,True,41.97364251708398,1.0,247,2.0,9,2,9,1707902009,17079202009,Sud,106.0,72.25,G
2019-1209,Sant Narcís,"Avenida de Sant Narcís, 30",2.8138873733007865,1350,2019,4.0,True,41.97821866232152,5.0,138,3.0,15,3,15,1707903015,17079203015,Eixample,59.0,31.64,E
2019-1210,,"Eixample, 7",2.81814860577314,1655,2019,2.0,True,41.98001588832424,2.0,81,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1211,,"Eixample, 41",2.8184859149153185,2295,2019,3.0,True,41.9804936580135,2.0,98,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1212,,"Eixample, 9",2.8179331643633683,2170,2019,2.0,True,41.98012994740899,5.0,85,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1213,Barri Vell,"Calle Nou, 13",2.8249178388342817,1060,2019,2.0,True,41.98410940035214,1.0,60,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1214,Barri Vell,"Calle dels Calderers, 48",2.8240232220550268,830,2019,3.0,True,41.98754089357944,5.0,52,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1215,Montilivi-Pericot,"Avenida de Lluís Pericot, 74",2.8237576573374925,985,2019,4.0,True,41.969501684052304,3.0,128,2.0,10,2,10,1707902010,17079202010,Eixample,101.0,77.0,F
2019-1216,,"Eixample, 7",2.8190890372428794,2475,2019,2.0,True,41.97991572025062,3.0,64,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1217,,"Eixample, 23",2.8184844409269925,1165,2019,3.0,True,41.97982499919991,1.0,125,2.0,3,2,3,1707902003,17079202003,Eixample,66.0,44.56,E
2019-1218,Barri Vell,"Calle de Pedret, 77",2.825965807641217,1435,2019,2.0,False,41.99106538792584,4.0,50,5.0,2,5,2,1707905002,17079205002,Nord,51.0,54.48,E
2019-1221,,"Eixample, 60",2.817817396913834,2180,2019,1.0,True,41.97987121545494,5.0,91,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
2019-1223,,"Montjuïc, 18",2.832078797628065,2630,2019,3.0,True,41.9952193641392,1.0,336,5.0,1,5,1,1707905001,17079205001,Montjuïc,114.0,58.05,E
2019-1224,,"Barri Vell, 74",2.8250316676416647,1570,2019,3.0,True,41.984116871242335,0.0,99,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1225,Eixample,"Calle Barcelona, 56",2.812567358646803,3595,2019,4.0,False,41.96520519871672,1.0,193,2.0,22,2,22,1707902022,17079202022,Eixample,56.0,49.84,E
2019-1226,Eixample,"Calle Bisbe Lorenzana, 24",2.820782202892045,1300,2019,1.0,True,41.97829864116918,0.0,67,2.0,4,2,4,1707902004,17079202004,Eixample,58.0,52.59,E
2019-1227,Eixample,"Calle Barcelona, 48",2.812216693993699,2775,2019,4.0,False,41.96500505895285,1.0,157,2.0,22,2,22,1707902022,17079202022,Eixample,56.0,49.84,E
2019-1228,,"Barri Vell, 79",2.82512909274559,1955,2019,2.0,True,41.984262242243965,2.0,88,4.0,1,4,1,1707904001,17079204001,Centre,87.0,33.42,E
2019-1229,,"Eixample, 64",2.8182102449837623,1320,2019,4.0,True,41.98067543316702,4.0,90,2.0,2,2,2,1707902002,17079202002,Eixample,76.0,40.39,E
